id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_kematian,penyebab_kematian,jumlah_kematian,satuan,tahun
232,32,JAWA BARAT,3209,KABUPATEN CIREBON,LAHIR MATI,LAIN-LAIN,16,JIWA,2017
233,32,JAWA BARAT,3209,KABUPATEN CIREBON,LAHIR MATI,SEPSIS,3,JIWA,2017
234,32,JAWA BARAT,3209,KABUPATEN CIREBON,LAHIR MATI,TETANUS,0,JIWA,2017
235,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KEMATIAN BALITA,CAMPAK,0,JIWA,2017
236,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KEMATIAN BALITA,DEMAM,0,JIWA,2017
237,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KEMATIAN BALITA,DIARE,0,JIWA,2017
238,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KEMATIAN BALITA,DIFTERI,0,JIWA,2017
239,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KEMATIAN BALITA,LAIN-LAIN,2,JIWA,2017
240,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KEMATIAN BALITA,MALARIA,0,JIWA,2017
241,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KEMATIAN BALITA,PNEUMONIA,0,JIWA,2017
242,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KEMATIAN IBU,GANGGUAN DARAH,1,JIWA,2017
243,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KEMATIAN IBU,GANGGUAN METABOLIK,0,JIWA,2017
244,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KEMATIAN IBU,HIPERTENSI,9,JIWA,2017
245,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KEMATIAN IBU,INFEKSI,0,JIWA,2017
246,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KEMATIAN IBU,LAIN-LAIN,1,JIWA,2017
247,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KEMATIAN IBU,PENDARAHAN,6,JIWA,2017
248,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KEMATIAN POST-NEO,DIARE,3,JIWA,2017
249,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KEMATIAN POST-NEO,KELAINAN SARAF,0,JIWA,2017
250,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KEMATIAN POST-NEO,LAIN-LAIN,9,JIWA,2017
251,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KEMATIAN POST-NEO,MALARIA,0,JIWA,2017
252,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KEMATIAN POST-NEO,PNEUMONIA,3,JIWA,2017
253,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KEMATIAN POST-NEO,SALURAN CERNA,1,JIWA,2017
254,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KEMATIAN POST-NEO,TETANUS,0,JIWA,2017
255,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAHIR MATI,ASFIKSIA,19,JIWA,2017
256,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAHIR MATI,BBLR,35,JIWA,2017
257,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAHIR MATI,KELAINAN,7,JIWA,2017
258,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAHIR MATI,LAIN-LAIN,8,JIWA,2017
259,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAHIR MATI,SEPSIS,2,JIWA,2017
260,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAHIR MATI,TETANUS,0,JIWA,2017
261,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KEMATIAN BALITA,CAMPAK,0,JIWA,2017
262,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KEMATIAN BALITA,DEMAM,0,JIWA,2017
263,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KEMATIAN BALITA,DIARE,0,JIWA,2017
264,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KEMATIAN BALITA,DIFTERI,0,JIWA,2017
265,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KEMATIAN BALITA,LAIN-LAIN,11,JIWA,2017
266,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KEMATIAN BALITA,MALARIA,0,JIWA,2017
267,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KEMATIAN BALITA,PNEUMONIA,1,JIWA,2017
268,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KEMATIAN IBU,GANGGUAN DARAH,4,JIWA,2017
269,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KEMATIAN IBU,GANGGUAN METABOLIK,0,JIWA,2017
270,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KEMATIAN IBU,HIPERTENSI,3,JIWA,2017
271,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KEMATIAN IBU,INFEKSI,1,JIWA,2017
272,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KEMATIAN IBU,LAIN-LAIN,9,JIWA,2017
273,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KEMATIAN IBU,PENDARAHAN,2,JIWA,2017
274,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KEMATIAN POST-NEO,DIARE,1,JIWA,2017
275,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KEMATIAN POST-NEO,KELAINAN SARAF,0,JIWA,2017
276,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KEMATIAN POST-NEO,LAIN-LAIN,31,JIWA,2017
277,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KEMATIAN POST-NEO,MALARIA,0,JIWA,2017
278,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KEMATIAN POST-NEO,PNEUMONIA,6,JIWA,2017
279,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KEMATIAN POST-NEO,SALURAN CERNA,2,JIWA,2017
280,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KEMATIAN POST-NEO,TETANUS,0,JIWA,2017
281,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LAHIR MATI,ASFIKSIA,19,JIWA,2017
282,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LAHIR MATI,BBLR,38,JIWA,2017
283,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LAHIR MATI,KELAINAN,17,JIWA,2017
284,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LAHIR MATI,LAIN-LAIN,21,JIWA,2017
285,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LAHIR MATI,SEPSIS,2,JIWA,2017
286,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LAHIR MATI,TETANUS,0,JIWA,2017
287,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KEMATIAN BALITA,CAMPAK,0,JIWA,2017
288,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KEMATIAN BALITA,DEMAM,0,JIWA,2017
289,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KEMATIAN BALITA,DIARE,1,JIWA,2017
290,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KEMATIAN BALITA,DIFTERI,0,JIWA,2017
291,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KEMATIAN BALITA,LAIN-LAIN,3,JIWA,2017
292,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KEMATIAN BALITA,MALARIA,0,JIWA,2017
293,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KEMATIAN BALITA,PNEUMONIA,1,JIWA,2017
294,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KEMATIAN IBU,GANGGUAN DARAH,7,JIWA,2017
295,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KEMATIAN IBU,GANGGUAN METABOLIK,1,JIWA,2017
296,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KEMATIAN IBU,HIPERTENSI,15,JIWA,2017
297,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KEMATIAN IBU,INFEKSI,4,JIWA,2017
298,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KEMATIAN IBU,LAIN-LAIN,7,JIWA,2017
299,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KEMATIAN IBU,PENDARAHAN,11,JIWA,2017
300,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KEMATIAN POST-NEO,DIARE,1,JIWA,2017
301,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KEMATIAN POST-NEO,KELAINAN SARAF,0,JIWA,2017
302,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KEMATIAN POST-NEO,LAIN-LAIN,13,JIWA,2017
303,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KEMATIAN POST-NEO,MALARIA,0,JIWA,2017
304,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KEMATIAN POST-NEO,PNEUMONIA,5,JIWA,2017
305,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KEMATIAN POST-NEO,SALURAN CERNA,1,JIWA,2017
306,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KEMATIAN POST-NEO,TETANUS,0,JIWA,2017
307,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LAHIR MATI,ASFIKSIA,56,JIWA,2017
308,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LAHIR MATI,BBLR,99,JIWA,2017
309,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LAHIR MATI,KELAINAN,40,JIWA,2017
310,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LAHIR MATI,LAIN-LAIN,29,JIWA,2017
311,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LAHIR MATI,SEPSIS,9,JIWA,2017
312,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LAHIR MATI,TETANUS,0,JIWA,2017
313,32,JAWA BARAT,3213,KABUPATEN SUBANG,KEMATIAN BALITA,CAMPAK,0,JIWA,2017
314,32,JAWA BARAT,3213,KABUPATEN SUBANG,KEMATIAN BALITA,DEMAM,1,JIWA,2017
315,32,JAWA BARAT,3213,KABUPATEN SUBANG,KEMATIAN BALITA,DIARE,0,JIWA,2017
316,32,JAWA BARAT,3213,KABUPATEN SUBANG,KEMATIAN BALITA,DIFTERI,0,JIWA,2017
317,32,JAWA BARAT,3213,KABUPATEN SUBANG,KEMATIAN BALITA,LAIN-LAIN,1,JIWA,2017
318,32,JAWA BARAT,3213,KABUPATEN SUBANG,KEMATIAN BALITA,MALARIA,0,JIWA,2017
319,32,JAWA BARAT,3213,KABUPATEN SUBANG,KEMATIAN BALITA,PNEUMONIA,0,JIWA,2017
320,32,JAWA BARAT,3213,KABUPATEN SUBANG,KEMATIAN IBU,GANGGUAN DARAH,2,JIWA,2017
321,32,JAWA BARAT,3213,KABUPATEN SUBANG,KEMATIAN IBU,GANGGUAN METABOLIK,0,JIWA,2017
322,32,JAWA BARAT,3213,KABUPATEN SUBANG,KEMATIAN IBU,HIPERTENSI,13,JIWA,2017
323,32,JAWA BARAT,3213,KABUPATEN SUBANG,KEMATIAN IBU,INFEKSI,0,JIWA,2017
324,32,JAWA BARAT,3213,KABUPATEN SUBANG,KEMATIAN IBU,LAIN-LAIN,11,JIWA,2017
325,32,JAWA BARAT,3213,KABUPATEN SUBANG,KEMATIAN IBU,PENDARAHAN,1,JIWA,2017
326,32,JAWA BARAT,3213,KABUPATEN SUBANG,KEMATIAN POST-NEO,DIARE,1,JIWA,2017
327,32,JAWA BARAT,3213,KABUPATEN SUBANG,KEMATIAN POST-NEO,KELAINAN SARAF,0,JIWA,2017
328,32,JAWA BARAT,3213,KABUPATEN SUBANG,KEMATIAN POST-NEO,LAIN-LAIN,11,JIWA,2017
329,32,JAWA BARAT,3213,KABUPATEN SUBANG,KEMATIAN POST-NEO,MALARIA,0,JIWA,2017
330,32,JAWA BARAT,3213,KABUPATEN SUBANG,KEMATIAN POST-NEO,PNEUMONIA,0,JIWA,2017
331,32,JAWA BARAT,3213,KABUPATEN SUBANG,KEMATIAN POST-NEO,SALURAN CERNA,0,JIWA,2017
332,32,JAWA BARAT,3213,KABUPATEN SUBANG,KEMATIAN POST-NEO,TETANUS,0,JIWA,2017
333,32,JAWA BARAT,3213,KABUPATEN SUBANG,LAHIR MATI,ASFIKSIA,53,JIWA,2017
334,32,JAWA BARAT,3213,KABUPATEN SUBANG,LAHIR MATI,BBLR,28,JIWA,2017
335,32,JAWA BARAT,3213,KABUPATEN SUBANG,LAHIR MATI,KELAINAN,11,JIWA,2017
336,32,JAWA BARAT,3213,KABUPATEN SUBANG,LAHIR MATI,LAIN-LAIN,13,JIWA,2017
337,32,JAWA BARAT,3213,KABUPATEN SUBANG,LAHIR MATI,SEPSIS,9,JIWA,2017
338,32,JAWA BARAT,3213,KABUPATEN SUBANG,LAHIR MATI,TETANUS,0,JIWA,2017
339,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KEMATIAN BALITA,CAMPAK,0,JIWA,2017
340,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KEMATIAN BALITA,DEMAM,0,JIWA,2017
341,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KEMATIAN BALITA,DIARE,0,JIWA,2017
342,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KEMATIAN BALITA,DIFTERI,0,JIWA,2017
343,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KEMATIAN BALITA,LAIN-LAIN,5,JIWA,2017
344,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KEMATIAN BALITA,MALARIA,0,JIWA,2017
345,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KEMATIAN BALITA,PNEUMONIA,0,JIWA,2017
346,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KEMATIAN IBU,GANGGUAN DARAH,1,JIWA,2017
347,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KEMATIAN IBU,GANGGUAN METABOLIK,0,JIWA,2017
348,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KEMATIAN IBU,HIPERTENSI,6,JIWA,2017
349,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KEMATIAN IBU,INFEKSI,0,JIWA,2017
350,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KEMATIAN IBU,LAIN-LAIN,7,JIWA,2017
351,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KEMATIAN IBU,PENDARAHAN,7,JIWA,2017
352,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KEMATIAN POST-NEO,DIARE,1,JIWA,2017
353,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KEMATIAN POST-NEO,KELAINAN SARAF,0,JIWA,2017
354,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KEMATIAN POST-NEO,LAIN-LAIN,11,JIWA,2017
355,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KEMATIAN POST-NEO,MALARIA,0,JIWA,2017
356,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KEMATIAN POST-NEO,PNEUMONIA,2,JIWA,2017
357,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KEMATIAN POST-NEO,SALURAN CERNA,0,JIWA,2017
358,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KEMATIAN POST-NEO,TETANUS,0,JIWA,2017
359,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAHIR MATI,ASFIKSIA,18,JIWA,2017
360,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAHIR MATI,BBLR,36,JIWA,2017
361,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAHIR MATI,KELAINAN,8,JIWA,2017
362,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAHIR MATI,LAIN-LAIN,22,JIWA,2017
363,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAHIR MATI,SEPSIS,1,JIWA,2017
364,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAHIR MATI,TETANUS,0,JIWA,2017
365,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KEMATIAN BALITA,CAMPAK,0,JIWA,2017
366,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KEMATIAN BALITA,DEMAM,1,JIWA,2017
367,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KEMATIAN BALITA,DIARE,0,JIWA,2017
368,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KEMATIAN BALITA,DIFTERI,0,JIWA,2017
369,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KEMATIAN BALITA,LAIN-LAIN,5,JIWA,2017
370,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KEMATIAN BALITA,MALARIA,0,JIWA,2017
371,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KEMATIAN BALITA,PNEUMONIA,2,JIWA,2017
372,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KEMATIAN IBU,GANGGUAN DARAH,8,JIWA,2017
373,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KEMATIAN IBU,GANGGUAN METABOLIK,0,JIWA,2017
374,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KEMATIAN IBU,HIPERTENSI,19,JIWA,2017
375,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KEMATIAN IBU,INFEKSI,1,JIWA,2017
376,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KEMATIAN IBU,LAIN-LAIN,19,JIWA,2017
377,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KEMATIAN IBU,PENDARAHAN,12,JIWA,2017
378,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KEMATIAN POST-NEO,DIARE,3,JIWA,2017
379,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KEMATIAN POST-NEO,KELAINAN SARAF,0,JIWA,2017
380,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KEMATIAN POST-NEO,LAIN-LAIN,10,JIWA,2017
381,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KEMATIAN POST-NEO,MALARIA,0,JIWA,2017
382,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KEMATIAN POST-NEO,PNEUMONIA,6,JIWA,2017
383,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KEMATIAN POST-NEO,SALURAN CERNA,1,JIWA,2017
384,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KEMATIAN POST-NEO,TETANUS,0,JIWA,2017
385,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAHIR MATI,ASFIKSIA,51,JIWA,2017
386,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAHIR MATI,BBLR,70,JIWA,2017
387,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAHIR MATI,KELAINAN,16,JIWA,2017
388,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAHIR MATI,LAIN-LAIN,10,JIWA,2017
389,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAHIR MATI,SEPSIS,6,JIWA,2017
390,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAHIR MATI,TETANUS,0,JIWA,2017
391,32,JAWA BARAT,3216,KABUPATEN BEKASI,KEMATIAN BALITA,CAMPAK,0,JIWA,2017
392,32,JAWA BARAT,3216,KABUPATEN BEKASI,KEMATIAN BALITA,DEMAM,0,JIWA,2017
393,32,JAWA BARAT,3216,KABUPATEN BEKASI,KEMATIAN BALITA,DIARE,0,JIWA,2017
394,32,JAWA BARAT,3216,KABUPATEN BEKASI,KEMATIAN BALITA,DIFTERI,0,JIWA,2017
395,32,JAWA BARAT,3216,KABUPATEN BEKASI,KEMATIAN BALITA,LAIN-LAIN,1,JIWA,2017
396,32,JAWA BARAT,3216,KABUPATEN BEKASI,KEMATIAN BALITA,MALARIA,0,JIWA,2017
397,32,JAWA BARAT,3216,KABUPATEN BEKASI,KEMATIAN BALITA,PNEUMONIA,0,JIWA,2017
398,32,JAWA BARAT,3216,KABUPATEN BEKASI,KEMATIAN IBU,GANGGUAN DARAH,10,JIWA,2017
399,32,JAWA BARAT,3216,KABUPATEN BEKASI,KEMATIAN IBU,GANGGUAN METABOLIK,0,JIWA,2017
400,32,JAWA BARAT,3216,KABUPATEN BEKASI,KEMATIAN IBU,HIPERTENSI,2,JIWA,2017
401,32,JAWA BARAT,3216,KABUPATEN BEKASI,KEMATIAN IBU,INFEKSI,2,JIWA,2017
402,32,JAWA BARAT,3216,KABUPATEN BEKASI,KEMATIAN IBU,LAIN-LAIN,6,JIWA,2017
403,32,JAWA BARAT,3216,KABUPATEN BEKASI,KEMATIAN IBU,PENDARAHAN,11,JIWA,2017
404,32,JAWA BARAT,3216,KABUPATEN BEKASI,KEMATIAN POST-NEO,DIARE,0,JIWA,2017
405,32,JAWA BARAT,3216,KABUPATEN BEKASI,KEMATIAN POST-NEO,KELAINAN SARAF,0,JIWA,2017
406,32,JAWA BARAT,3216,KABUPATEN BEKASI,KEMATIAN POST-NEO,LAIN-LAIN,4,JIWA,2017
407,32,JAWA BARAT,3216,KABUPATEN BEKASI,KEMATIAN POST-NEO,MALARIA,0,JIWA,2017
408,32,JAWA BARAT,3216,KABUPATEN BEKASI,KEMATIAN POST-NEO,PNEUMONIA,1,JIWA,2017
409,32,JAWA BARAT,3216,KABUPATEN BEKASI,KEMATIAN POST-NEO,SALURAN CERNA,0,JIWA,2017
410,32,JAWA BARAT,3216,KABUPATEN BEKASI,KEMATIAN POST-NEO,TETANUS,0,JIWA,2017
411,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAHIR MATI,ASFIKSIA,9,JIWA,2017
412,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAHIR MATI,BBLR,12,JIWA,2017
413,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAHIR MATI,KELAINAN,18,JIWA,2017
414,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAHIR MATI,LAIN-LAIN,4,JIWA,2017
415,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAHIR MATI,SEPSIS,1,JIWA,2017
416,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAHIR MATI,TETANUS,0,JIWA,2017
417,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KEMATIAN BALITA,CAMPAK,0,JIWA,2017
418,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KEMATIAN BALITA,DEMAM,0,JIWA,2017
419,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KEMATIAN BALITA,DIARE,0,JIWA,2017
420,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KEMATIAN BALITA,DIFTERI,0,JIWA,2017
421,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KEMATIAN BALITA,LAIN-LAIN,1,JIWA,2017
422,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KEMATIAN BALITA,MALARIA,0,JIWA,2017
423,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KEMATIAN BALITA,PNEUMONIA,0,JIWA,2017
424,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KEMATIAN IBU,GANGGUAN DARAH,6,JIWA,2017
425,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KEMATIAN IBU,GANGGUAN METABOLIK,0,JIWA,2017
426,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KEMATIAN IBU,HIPERTENSI,14,JIWA,2017
427,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KEMATIAN IBU,INFEKSI,1,JIWA,2017
428,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KEMATIAN IBU,LAIN-LAIN,2,JIWA,2017
429,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KEMATIAN IBU,PENDARAHAN,15,JIWA,2017
430,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KEMATIAN POST-NEO,DIARE,0,JIWA,2017
431,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KEMATIAN POST-NEO,KELAINAN SARAF,0,JIWA,2017
432,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KEMATIAN POST-NEO,LAIN-LAIN,1,JIWA,2017
433,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KEMATIAN POST-NEO,MALARIA,0,JIWA,2017
434,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KEMATIAN POST-NEO,PNEUMONIA,1,JIWA,2017
435,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KEMATIAN POST-NEO,SALURAN CERNA,0,JIWA,2017
436,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KEMATIAN POST-NEO,TETANUS,0,JIWA,2017
437,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAHIR MATI,ASFIKSIA,59,JIWA,2017
438,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAHIR MATI,BBLR,51,JIWA,2017
439,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAHIR MATI,KELAINAN,6,JIWA,2017
440,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAHIR MATI,LAIN-LAIN,2,JIWA,2017
441,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAHIR MATI,SEPSIS,3,JIWA,2017
442,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAHIR MATI,TETANUS,0,JIWA,2017
443,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KEMATIAN BALITA,CAMPAK,0,JIWA,2017
444,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KEMATIAN BALITA,DEMAM,0,JIWA,2017
445,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KEMATIAN BALITA,DIARE,0,JIWA,2017
446,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KEMATIAN BALITA,DIFTERI,0,JIWA,2017
447,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KEMATIAN BALITA,LAIN-LAIN,4,JIWA,2017
448,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KEMATIAN BALITA,MALARIA,0,JIWA,2017
449,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KEMATIAN BALITA,PNEUMONIA,1,JIWA,2017
450,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KEMATIAN IBU,GANGGUAN DARAH,1,JIWA,2017
451,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KEMATIAN IBU,GANGGUAN METABOLIK,0,JIWA,2017
452,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KEMATIAN IBU,HIPERTENSI,2,JIWA,2017
453,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KEMATIAN IBU,INFEKSI,0,JIWA,2017
454,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KEMATIAN IBU,LAIN-LAIN,1,JIWA,2017
455,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KEMATIAN IBU,PENDARAHAN,1,JIWA,2017
456,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KEMATIAN POST-NEO,DIARE,1,JIWA,2017
457,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KEMATIAN POST-NEO,KELAINAN SARAF,0,JIWA,2017
458,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KEMATIAN POST-NEO,LAIN-LAIN,7,JIWA,2017
459,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KEMATIAN POST-NEO,MALARIA,0,JIWA,2017
